sensor_00,sensor_02,sensor_03,sensor_08,sensor_09,sensor_12,sensor_37,machine_status
2.466377,53.03819,45.96353912,15.45139,15.11863,39.29346,113.2472,NORMAL
2.444734,53.1684,45.96353912,15.89265,15.08247,38.42373,109.2422,NORMAL
2.466377,53.125,45.96353912,15.81308,15.11863,36.83498,113.2889,NORMAL
2.445718,53.1684,45.96353912,15.89265,15.11863,35.71332,112.471,NORMAL
2.459491,53.16839981,45.96353912,15.85648,15.16204,35.76551,109.4218,NORMAL
2.459491,53.1684,45.96353912,15.85648,15.16204,35.76551,110.1052,NORMAL
2.45162,53.125,45.96354,15.77691,15.16204,37.62662,111.35,NORMAL
2.459491,53.1684,45.96353912,15.98669,15.11863,37.89941,109.158,NORMAL
2.445718,53.125,45.96353912,15.73351,15.08247,36.93747,110.1519,NORMAL
2.46441,53.12499619,45.96353912,15.45139,15.11863,37.33388,109.6227,NORMAL
2.444734,53.12499619,45.96353912,15.69734,15.11863,37.27457,108.7417,NORMAL
2.465394,53.125,45.96353912,15.61777,15.08247,37.19251,106.0325,NORMAL
2.444734,53.03819,45.96353912,15.61777,15.08247,36.78867,108.1835,NORMAL
2.456539,53.125,45.96353912,15.69734,15.05353,36.59331,105.8724,NORMAL
2.448669,53.03819,45.96354,15.76968,15.09693,36.30052,109.6337,NORMAL
2.45162,53.125,45.87674,15.69734,15.05353,35.84829,105.6914,NORMAL
2.459491,53.12499619,45.87673569,15.69734,15.0897,35.36936,107.7031,NORMAL
2.448669,53.125,45.87673569,15.76968,15.08247,35.82662,100.5687,NORMAL
2.465394,53.03819,45.87673569,15.56713,15.08247,35.73376,104.2008,NORMAL
2.448669,53.03819275,45.87673569,15.73351,15.11863,35.81123,110.1462,NORMAL
2.468345,53.03819275,45.87674,15.73351,15.05353,35.99417,109.0256,NORMAL
2.440799,53.03819275,45.83333,15.76968,15.08247,36.031,104.9765,NORMAL
2.463426,53.03819275,45.83333206,15.84925,15.11863,37.42347,107.2784,NORMAL
2.445718,53.03819275,45.83333206,15.73351,15.05353,37.79885,103.4932,NORMAL
2.453588,53.03819275,45.83333206,15.41522,15.16927,37.989,113.7598,NORMAL
2.455556,53.03819275,45.83333206,15.65393,15.08247,37.59119,107.7587,NORMAL
2.444734,53.03819275,45.83333206,15.53096,15.08247,37.41031,108.9061,NORMAL
2.466377,53.03819,45.83333206,15.85648,15.11863,37.18031,110.4296,NORMAL
2.444734,52.99479,45.83333206,15.69734,15.08247,36.86454,105.7419,NORMAL
2.441782,52.99479,45.83333206,15.52373,15.08247,36.59661,100.4048,NORMAL
2.441782,52.99479,45.83333206,15.52373,15.08247,36.59661,100.4048,NORMAL
2.463426,53.125,45.83333206,15.65393,15.16204,36.35653,106.9368,NORMAL
2.446702,53.03819,45.83333,15.65393,15.05353,36.85173,104.8632,NORMAL
2.453588,53.03819275,45.78993,15.73351,15.11863,36.57023,112.514,NORMAL
2.459491,53.03819275,45.78992844,15.76968,15.08247,36.45375,107.6514,NORMAL
2.445718,53.03819275,45.78992844,15.65393,15.08247,35.44174,105.5779,NORMAL
2.445718,53.03819,45.78992844,15.65393,15.08247,35.44174,104.8758,NORMAL
2.444734,52.99479,45.78992844,15.45139,15.08247,35.83467,104.8813,NORMAL
2.466377,52.99478912,45.78992844,15.61777,15.05353,37.30029,109.7798,NORMAL
2.444734,52.99479,45.78992844,15.65393,15.16204,38.93544,100.8592,NORMAL
2.461458,53.03819,45.78992844,15.69734,15.11863,40.83093,104.9419,NORMAL
2.445718,53.03819,45.78992844,15.70457,15.08247,41.01162,109.3102,NORMAL
2.453588,53.125,45.78992844,15.73351,15.08247,41.35009,103.3445,NORMAL
2.455556,53.03819,45.78992844,15.53096,15.11863,41.48734,102.7706,NORMAL
2.448669,52.99479,45.78992844,15.58883,15.08247,40.95567,104.371,NORMAL
2.46441,53.03819,45.78992844,15.56713,15.11863,39.45192,110.6492,NORMAL
2.444734,52.99479,45.78992844,15.61777,15.11863,38.48905,115.6448,NORMAL
2.466377,52.99478912,45.78993,15.56713,15.08247,37.97364,107.4526,NORMAL
2.44375,52.99478912,45.74652,15.85648,15.08247,37.33158,98.67888,NORMAL
2.46441,52.99478912,45.74652481,15.69734,15.08247,37.24313,108.5129,NORMAL
2.46441,52.99479,45.74652481,15.69734,15.08247,37.24313,108.8081,NORMAL
2.456539,53.03819,45.74652481,15.65393,15.11863,38.03773,102.8154,NORMAL
2.453588,52.99479,45.74652481,15.56713,15.16204,37.82795,102.0921,NORMAL
2.446702,53.03819,45.74652,15.56713,15.01013,37.4576,106.1345,NORMAL
2.463426,52.95139,45.65972,15.94329,15.08247,38.22674,106.033,NORMAL
2.445718,52.99478912,45.65972137,15.56713,15.01013,39.20808,107.3252,NORMAL
2.466377,53.03819,45.65972137,15.69734,15.11863,38.17844,103.6158,NORMAL
2.444734,52.99479,45.65972,15.76968,15.01736,37.63472,106.9501,NORMAL
2.46441,53.03819,45.61632,15.65393,15.11863,36.38291,103.5557,NORMAL
2.444734,52.99479,45.61631775,15.84925,15.0897,36.44622,108.9739,NORMAL
2.456539,53.03819,45.61632,15.65393,15.11863,36.35401,105.7482,NORMAL
2.45162,52.99479,45.57291,15.45139,15.05353,36.09466,107.5007,NORMAL
2.448669,53.03819,45.57291412,15.49479,15.08247,36.02112,110.9805,NORMAL
2.463426,53.03819,45.57291,15.76968,15.05353,36.44713,95.65634,NORMAL
2.444734,52.99479,45.52951,15.56713,15.08247,36.36357,107.2542,NORMAL
2.466377,52.99479,45.5295105,15.69734,15.06076,35.83062,107.2816,NORMAL
2.441782,53.42882,45.5295105,16.02286,15.16204,35.20782,104.6465,NORMAL
2.468345,52.99479,45.52951,15.61777,15.11863,35.45081,100.3076,NORMAL
2.444734,52.99478912,45.44271,15.53096,15.11863,35.99686,108.4447,NORMAL
2.456539,52.99478912,45.44270706,15.65393,15.11863,35.35775,104.3357,NORMAL
2.455556,52.99478912,45.44271,15.53096,15.08247,35.70354,103.8275,NORMAL
2.445718,52.99478912,45.3993,15.65393,15.08247,36.44727,113.8278,NORMAL
2.463426,52.99479,45.39930344,15.76968,15.16204,35.66726,100.7762,NORMAL
2.445718,52.95139,45.39930344,15.69734,15.05353,34.84658,108.3039,NORMAL
2.468345,53.03819,45.3993,15.56713,15.05353,34.72351,104.6136,NORMAL
2.444734,52.99478912,45.3559,15.56713,15.08247,34.96262,106.97,NORMAL
2.46441,52.95139,45.35589981,15.90712,15.16927,34.13509,104.7112,NORMAL
2.444734,52.99479,45.35589981,15.89265,15.08247,34.81329,100.8265,NORMAL
2.456539,52.99478912,45.35589981,15.69734,15.11863,35.29519,108.1284,NORMAL
2.45162,52.99478912,45.35589981,15.53096,15.05353,35.34857,100.9435,NORMAL
2.449653,52.99479,45.35589981,15.89265,15.05353,35.70198,103.1075,NORMAL
2.463426,52.90799,45.3559,15.73351,15.11863,36.28823,106.0551,NORMAL
2.445718,53.03819,45.3125,15.49479,15.11863,36.53737,104.6029,NORMAL
2.466377,52.95139,45.3125,15.85648,15.05353,37.0122,101.1683,NORMAL
2.444734,52.95139,45.3125,15.98669,15.11863,37.14582,104.4728,NORMAL
2.46441,52.90799,45.3125,15.76968,15.05353,37.02327,101.5304,NORMAL
2.445718,52.95139,45.3125,15.49479,15.08247,36.61848,99.71608,NORMAL
2.445718,52.9513855,45.3125,15.49479,15.08247,36.61848,101.0405,NORMAL
2.454572,52.95139,45.3125,15.65393,15.11863,34.68586,99.21675,NORMAL
2.463426,52.95139,45.3125,15.69734,15.05353,33.14716,97.87369,NORMAL
2.463426,52.95139,45.3125,15.69734,15.05353,33.14716,97.87369,NORMAL
2.444734,52.95139,45.3125,15.69734,15.11863,33.48667,94.7243,NORMAL
2.468345,52.99479,45.22569,15.65393,15.08247,34.28974,95.85241,NORMAL
2.444734,52.99479,45.22569275,15.61777,15.11863,34.83219,105.8815,NORMAL
2.466377,53.55902,45.22569275,15.49479,15.16204,35.04042,105.1834,NORMAL
2.448669,52.95139,45.22569275,15.73351,15.16204,36.49455,99.51785,NORMAL
2.459491,52.95139,45.22569275,15.73351,15.11863,38.74024,93.83122,NORMAL
2.45162,52.95139,45.22569275,15.49479,15.05353,38.9487,102.0487,NORMAL
2.448669,52.95139,45.22569275,16.05903,15.11863,40.46546,99.04444,NORMAL
2.463426,52.95139,45.22569275,15.99392,15.12587,40.17536,95.2215,NORMAL
2.444734,52.99479,45.22569275,15.81308,15.11863,40.20783,100.2168,NORMAL
2.468345,52.95139,45.22569275,15.73351,15.08247,39.92152,99.65953,NORMAL
2.441782,52.95139,45.22569275,15.53096,15.05353,38.97873,100.9791,NORMAL
2.46441,52.99479,45.22569275,15.56713,15.05353,39.14674,97.11314,NORMAL
2.444734,52.90799,45.22569275,15.61777,15.08247,39.88077,97.11314,NORMAL
2.456539,52.95139,45.22569275,15.84925,15.11863,39.31007,98.96031,NORMAL
2.45162,52.99479,45.22569275,15.76968,15.11863,38.79153,95.35448,NORMAL
2.449653,53.47222,45.22569,15.65393,15.11863,38.94595,100.2857,NORMAL
2.460474,52.90799,45.22569275,15.69734,15.05353,38.32102,98.74733,NORMAL
2.445718,52.95139,45.22569275,15.41522,15.08247,37.86073,101.4487,NORMAL
2.46441,52.99479,45.22569275,15.56713,15.11863,38.14406,95.51956,NORMAL
2.445718,52.90799,45.22569275,15.53096,15.08247,37.44415,98.53455,NORMAL
2.46441,52.99479,45.22569275,15.73351,15.05353,36.45865,95.62051,NORMAL
2.444734,52.90799,45.22569275,15.65393,15.08247,35.24702,92.97261,NORMAL
2.456539,52.90799,45.22569275,15.94329,15.11863,35.43399,95.92136,NORMAL
2.45162,52.95139,45.22569275,15.76968,15.08247,35.65644,100.6955,NORMAL
2.449653,52.90799,45.22569275,15.49479,15.11863,37.40566,96.2343,NORMAL
2.459491,52.95139,45.22569275,15.61777,15.11863,39.48231,93.27509,NORMAL
2.448669,52.99479,45.22569275,15.56713,15.11863,39.34336,99.72765,NORMAL
2.466377,52.90799,45.22569275,15.53096,15.05353,38.83452,98.5874,NORMAL
2.445718,52.95139,45.22569275,15.73351,15.05353,39.52127,94.62168,NORMAL
2.46441,52.95139,45.22569275,15.69734,15.08247,38.23236,96.05422,NORMAL
2.444734,52.95139,45.22569,15.65393,15.05353,36.81361,95.62269,NORMAL
2.459491,52.99479,45.22569275,15.73351,15.05353,35.66206,97.78548,NORMAL
2.449653,52.99479,45.22569,15.49479,15.12587,34.97792,91.69686,NORMAL
2.449653,52.99479,45.18229,15.76968,15.08247,36.29365,97.99055,NORMAL
2.459491,53.42882,45.18228912,15.53096,15.08247,37.27234,95.78667,NORMAL
2.448669,52.90799,45.18228912,15.98669,15.0897,38.87426,94.56637,NORMAL
2.466377,52.99479,45.18228912,15.73351,15.08247,39.52447,95.25557,NORMAL
2.445718,52.99479,45.18228912,15.49479,15.11863,39.08197,96.90961,NORMAL
2.466377,52.90799,45.18228912,15.89265,15.08247,40.312,84.04917,NORMAL
2.444734,52.95139,45.18228912,15.49479,15.08247,41.16522,84.84016,NORMAL
2.459491,52.95139,45.18228912,15.65393,15.08247,40.65706,91.25237,NORMAL
2.449653,52.95139,45.18228912,15.69734,15.08247,39.87426,93.5781,NORMAL
2.45162,52.95139,45.18228912,15.81308,15.01013,39.39022,96.50549,NORMAL
2.458507,52.95139,45.18228912,15.56713,15.05353,38.78788,96.69164,NORMAL
2.448669,52.95139,45.18228912,15.81308,15.11863,37.84176,95.20919,NORMAL
2.466377,52.95139,45.18228912,15.65393,15.12587,38.37706,89.83749,NORMAL
2.441782,52.90799,45.18228912,15.73351,15.05353,39.3979,92.90266,NORMAL
2.468345,52.95139,45.18228912,15.45139,15.08247,40.15038,90.40183,NORMAL
2.444734,52.90799,45.18229,15.84925,15.16204,40.45772,94.51663,NORMAL
2.459491,52.90799,45.22569,15.84925,15.08247,39.75846,90.15256,NORMAL
2.449653,52.95139,45.22569275,15.76968,15.11863,40.00146,100.07,NORMAL
2.45162,52.90799,45.22569275,15.82031,15.12587,39.49952,99.71474,NORMAL
2.456539,52.90799,45.22569275,15.89265,15.06076,40.46624,85.74333,NORMAL
2.445718,52.95139,45.22569275,15.56713,15.0897,40.41942,98.11018,NORMAL
2.46441,52.90799,45.22569275,15.73351,15.05353,39.47031,98.11018,NORMAL
2.445718,52.95139,45.22569275,15.77691,15.08247,39.28613,109.396,NORMAL
2.46441,52.90799,45.22569,15.53096,15.11863,39.34734,105.5673,NORMAL
2.459491,52.90798569,45.18228912,15.56713,15.11863,37.76844,112.1081,NORMAL
2.459491,52.90798569,45.18228912,15.56713,15.11863,37.76844,112.1081,NORMAL
2.448669,52.90798569,45.18228912,15.81308,15.11863,39.10239,113.9772,NORMAL
2.45162,52.90799,45.18228912,15.61777,15.01013,39.20766,107.0885,NORMAL
2.455556,52.82118,45.18228912,15.65393,15.08247,38.45049,107.7211,NORMAL
2.445718,52.90799,45.18229,15.69734,15.0897,38.33506,115.4566,NORMAL
2.46441,52.95139,45.13889,15.65393,15.11863,38.12229,104.2182,NORMAL
2.445718,52.82118,45.1388855,15.90712,15.0897,38.43629,106.7584,NORMAL
2.466377,52.95139,45.1388855,15.61777,15.11863,38.56306,108.9819,NORMAL
2.445718,52.77777,45.1388855,15.45139,15.08247,38.55579,111.962,NORMAL
2.460474,52.82118,45.13889,15.73351,15.08247,38.89008,109.9838,NORMAL
2.446702,52.82118,45.09549,15.73351,15.08247,40.06416,106.6836,NORMAL
2.45162,52.95139,45.09548569,15.69734,15.06076,41.1842,107.2529,NORMAL
2.459491,52.82118,45.09548569,15.69734,15.0897,40.80039,109.2573,NORMAL
2.448669,52.82118,45.09548569,15.69734,15.08247,41.04382,112.0255,NORMAL
2.466377,52.90799,45.09548569,15.56713,15.0897,40.84029,112.6306,NORMAL
2.445718,52.82118,45.09549,15.61777,15.05353,39.80444,100.1678,NORMAL
2.466377,52.90799,45.00868,15.84925,15.08247,39.18751,100.8035,NORMAL
2.444734,52.90798569,45.09549,15.65393,15.16204,38.47649,109.9837,NORMAL
2.459491,52.90798569,45.00868,15.45139,15.11863,37.10102,108.6825,NORMAL
2.449653,52.90798569,45.00867844,15.76968,15.16204,36.62927,106.9677,NORMAL
2.449653,52.90799,45.00867844,15.69734,15.05353,36.21234,102.2137,NORMAL
2.459491,52.82118,45.00867844,15.81308,15.0897,36.26737,111.9486,NORMAL
2.444734,52.90799,45.00868,15.85648,15.11863,36.11792,109.7085,NORMAL
2.468345,52.82118,45.09549,15.61777,15.05353,35.60843,111.9807,NORMAL
2.444734,52.82118,45.09548569,15.61777,15.11863,35.80793,101.9566,NORMAL
2.46441,52.95139,45.09548569,15.95052,15.05353,37.5999,116.5355,NORMAL
2.445718,52.82118,45.09548569,15.89265,15.11863,39.64824,104.1993,NORMAL
2.459491,52.90799,45.09548569,15.41522,15.11863,41.02529,110.2569,NORMAL
2.448669,52.90799,45.09548569,15.65393,15.05353,42.1016,102.3688,NORMAL
2.45162,52.82118,45.09548569,15.73351,15.11863,42.84422,110.2829,NORMAL
2.459491,52.90799,45.09548569,15.73351,15.16204,42.49188,104.1845,NORMAL
2.445718,52.82118,45.09548569,15.65393,15.0897,40.85611,104.1539,NORMAL
2.46441,52.82117844,45.09548569,15.90712,15.05353,39.35192,101.7837,NORMAL
2.444734,52.82118,45.09548569,15.84925,15.11863,39.30803,110.1354,NORMAL
2.46441,52.90799,45.09549,15.45139,15.08247,39.82589,108.867,NORMAL
2.444734,52.77777,45.13889,16.05903,15.12587,40.63295,103.0769,NORMAL
2.444734,52.77777,45.1388855,16.05903,15.12587,40.63295,106.2903,NORMAL
2.448669,52.82118,45.1388855,15.65393,15.01013,40.68515,85.44881,NORMAL
2.453588,53.60243,45.1388855,15.73351,15.05353,39.91392,106.4371,NORMAL
2.455556,52.82118,45.1388855,15.73351,15.0897,39.33014,111.0092,NORMAL
2.448669,52.90799,45.1388855,15.65393,15.0897,39.069,99.11693,NORMAL
2.466377,52.82118,45.1388855,15.95052,15.08247,38.73129,110.3742,NORMAL
2.444734,52.82118,45.1388855,15.84925,15.11863,38.73575,98.46928,NORMAL
2.466377,52.90799,45.1388855,15.45139,15.08247,39.05151,110.3164,NORMAL
2.445718,52.90798569,45.13889,15.49479,15.05353,38.6125,109.7088,NORMAL
2.460474,52.90799,45.18229,15.73351,15.08247,39.47578,101.6121,NORMAL
2.446702,52.82118,45.18228912,15.84925,15.11863,38.92864,105.7854,NORMAL
2.453588,52.82118,45.18228912,15.53096,15.12587,39.08329,101.2853,NORMAL
2.455556,52.77777,45.18228912,15.41522,15.11863,37.94771,108.5999,NORMAL
2.449653,52.82118,45.18228912,15.45139,15.16204,37.04409,98.31226,NORMAL
2.463426,52.82117844,45.18228912,15.70457,15.16204,36.81795,99.28287,NORMAL
2.445718,52.82117844,45.18228912,15.56713,15.11863,37.82399,105.3746,NORMAL
2.46441,52.82118,45.18229,15.73351,15.11863,38.50733,107.9302,NORMAL
2.444734,52.77777,45.22569,15.71181,15.08247,39.10375,106.1882,NORMAL
2.460474,52.82118,45.22569275,15.84925,15.05353,39.52628,101.7951,NORMAL
2.448669,52.82117844,45.22569275,15.89265,15.08247,39.72355,101.8503,NORMAL
2.453588,52.82117844,45.22569275,15.81308,15.01013,38.70494,109.8715,NORMAL
2.454572,52.82117844,45.22569275,15.84925,15.11863,37.85519,105.5938,NORMAL
2.448669,52.82117844,45.22569275,15.53096,15.11863,37.21751,105.3472,NORMAL
2.445718,52.82118,45.3125,15.65393,15.0897,38.7267,96.82819,NORMAL
2.445718,52.82118,45.3125,15.65393,15.0897,38.7267,96.82819,NORMAL
2.46441,52.82118,45.3125,15.69734,15.11863,38.65968,96.82819,NORMAL
2.445718,52.82118,45.3125,15.69734,15.08247,39.47513,107.027,NORMAL
2.463426,52.90799,45.3125,15.74074,15.11863,39.86288,104.734,NORMAL
2.448669,53.55902,45.3125,15.76968,15.08247,40.65081,106.9923,NORMAL
2.455556,52.82118,45.3125,15.65393,15.11863,40.01383,101.0364,NORMAL
2.454572,52.82118,45.3559,15.76968,15.08247,40.0415,104.4106,NORMAL
2.449653,52.77777,45.35589981,15.49479,15.01013,41.06145,103.7169,NORMAL
2.460474,52.77777,45.35589981,15.73351,15.0897,39.27124,103.1414,NORMAL
2.444734,52.77777,45.35589981,15.45139,15.0897,37.45945,101.2651,NORMAL
2.466377,52.82118,45.3559,15.89265,15.08247,36.32946,101.3696,NORMAL
2.444734,52.77777,45.3993,15.69734,15.08247,35.30219,97.59371,NORMAL
2.463426,52.82118,45.39930344,15.81308,15.08247,35.60363,96.37157,NORMAL
2.448669,52.77777,45.39930344,15.73351,15.08247,36.04776,108.7864,NORMAL
2.455556,52.77777,45.39930344,15.65393,15.11863,36.48818,103.2025,NORMAL
2.453588,52.82118,45.39930344,15.65393,15.11863,36.357,100.2251,NORMAL
2.449653,52.82118,45.39930344,15.65393,15.11863,37.1706,104.4392,NORMAL
2.463426,52.82118,45.3993,15.73351,15.05353,37.66958,104.6156,NORMAL
2.444734,52.77777,45.44271,15.65393,15.05353,37.40358,105.4818,NORMAL
2.466377,52.77777,45.44270706,15.65393,15.08247,37.03416,105.6857,NORMAL
2.445718,52.77777,45.44270706,15.69734,15.08247,36.17684,104.67,NORMAL
2.460474,52.77777,45.44270706,15.73351,15.08247,35.90623,106.0091,NORMAL
2.448669,52.82118,45.44270706,15.65393,15.11863,35.0162,107.6645,NORMAL
2.45162,52.73437,45.44270706,15.73351,15.05353,34.97779,107.6645,NORMAL
2.455556,52.73437,45.44270706,15.45139,15.05353,34.41385,108.2143,NORMAL
2.448669,52.77777,45.44270706,15.65393,15.05353,33.85635,102.6661,NORMAL
2.463426,52.77777,45.44270706,15.69734,15.05353,33.26646,104.7923,NORMAL
2.445718,52.82118,45.44270706,15.65393,15.08247,33.16967,99.96654,NORMAL
2.46441,52.77777,45.44271,15.90712,15.08247,32.79919,92.76426,NORMAL
2.444734,52.73437,45.3993,15.81308,15.08247,33.06631,105.4746,NORMAL
2.460474,52.73437,45.39930344,15.73351,15.08247,34.28329,103.2995,NORMAL
2.448669,52.77777,45.39930344,15.61777,15.11863,36.03572,100.0636,NORMAL
